,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
983,"LUTZ, BARRY",NA,NA,NA,NA,NA
984,"WESSELLS, ANNE",NA,NA,NA,NA,NA
985,"DHAKA, AJAY",NA,NA,NA,NA,NA
986,"CARLSON, JOSHUA",NA,NA,NA,NA,NA
987,"CHAN, LINGTAK-NEANDER",NA,NA,NA,NA,NA
988,"KOCHIN, LEVIS",NA,NA,NA,NA,NA
989,"KUCUKYAVUZ, SIMGE",627,15,13,19,15
990,"LAUMANN, CHRISTOPHER",NA,NA,NA,NA,NA
991,"WALLACE, SOPHIA",141,8,8,7,7
992,"BAIR, WYETH",NA,NA,NA,NA,NA
993,"LONG, JAMES",653,10,10,10,10
994,"STOKES, DAVID",983,16,12,17,14
995,"IBRAHIM, HABIBA",NA,NA,NA,NA,NA
996,"DHAKA, AJAY",NA,NA,NA,NA,NA
997,"ROBINS, LORI",NA,NA,NA,NA,NA
998,"GAYLARD, SUSAN",NA,NA,NA,NA,NA
999,"WATRAS, M",NA,NA,NA,NA,NA
1000,"WALLACE, GEOFFREY",182,7,6,5,4
1001,"THORPE, REBECCA",NA,NA,NA,NA,NA
1002,"LINGO, ESTELLE",NA,NA,NA,NA,NA
1003,"NOMURA, GAIL",NA,NA,NA,NA,NA
1004,"SULLIVAN, JESSICA",NA,NA,NA,NA,NA
1005,"ACKERMAN, ALISSA",NA,NA,NA,NA,NA
1006,"ROSS, STEPHEN",2706,16,10,18,10
1007,"WANG, WANG",44924,84,59,909,683
1008,"SONENBERG, MAYA",NA,NA,NA,NA,NA
1009,"BUCHANAN, DIANA",NA,NA,NA,NA,NA
1010,"PORTER, ELIZABETH",NA,NA,NA,NA,NA
1011,"NASCIMENTO, AMOS",NA,NA,NA,NA,NA
1012,"WANG, WANG",44924,84,59,909,683
1013,"CHAZARO, ANGELICA",NA,NA,NA,NA,NA
1014,"JUNG, JIN-KYU",NA,NA,NA,NA,NA
1015,"BLACKSHER, ERIKA",399,11,8,11,6
1016,"LIN, YVONNE",NA,NA,NA,NA,NA
1017,"FOX, EMILY",2064,23,22,34,33
1018,"AMRUTE, SAREETA",NA,NA,NA,NA,NA
1019,"YUWEN, WEICHAO",36,3,3,1,1
1020,"JARDINE, SUNNY",320,7,7,7,7
1021,"CABERNARD, CLEMENS",1187,14,13,18,15
1022,"SHANNON, SARAH",19311,34,24,43,36
1023,"SUN, HUATONG",546,9,8,9,7
1024,"SHEFFIELD, DANIEL",NA,NA,NA,NA,NA
1025,"BLACKSHER, ERIKA",399,11,8,11,6
1026,"DICHIARA, ANTHONY",409,11,11,11,11
1027,"SHIN, DONNA",NA,NA,NA,NA,NA
1028,"KOSACK, STEPHEN",NA,NA,NA,NA,NA
1029,"BERRIDGE, CLARA",NA,NA,NA,NA,NA
1030,"KUEH, HAO",NA,NA,NA,NA,NA
1031,"BEAUDOIN, JUSTIN",NA,NA,NA,NA,NA
1032,"WAY, THAISA",NA,NA,NA,NA,NA
1033,"BRIDGES, ELIZABETH",NA,NA,NA,NA,NA
1034,"HARCHAOUI, ZAID",3857,32,30,40,40
1035,"CHEN, YEN-CHI",1111,11,11,11,11
1036,"ALI, MOHAMED",1831,21,18,41,28
1037,"SOHNG, SUE",NA,NA,NA,NA,NA
1038,"NIRNIMESH KUMAR, UNKNOWN",NA,NA,NA,NA,NA
1039,"FLEMING, BRANDON",NA,NA,NA,NA,NA
1040,"LLOYD, WESLEY",505,11,10,12,11
1041,"FLORES, RENE",188,7,7,5,5
1042,"GAO, CHUNMING",NA,NA,NA,NA,NA
1043,"RUDELL, JACQUES",1972,14,11,20,13
1044,"BRUNJES, BENJAMIN",NA,NA,NA,NA,NA
1045,"RAO, ANUP",1482,19,17,26,19
1046,"MCCUNN, LINDSAY",NA,NA,NA,NA,NA
1047,"YEUNG-RHEE, KA",NA,NA,NA,NA,NA
1048,"LEVY, LATASHA",NA,NA,NA,NA,NA
1049,"HALL, CRYSTAL",1387,7,7,7,7
1050,"LEE, JIN",1007,17,15,24,21
1051,"MCCORMICK, TYLER",777,13,13,18,16
1052,"WEBER, NICHOLAS",NA,NA,NA,NA,NA
1053,"CHOE, YOUNGJUN",259,8,7,8,6
1054,"NAHMANI, MARC",459,8,8,8,8
1055,"HARTMANN, WILLIAM",NA,NA,NA,NA,NA
1056,"POWER, JADE",NA,NA,NA,NA,NA
1057,"FREIJE, VANESSA",NA,NA,NA,NA,NA
1058,"BACKONJA, UBA",76,6,6,3,3
1059,"HAWES, JANELLE",NA,NA,NA,NA,NA
1060,"LEVINE, SERGEY",NA,NA,NA,NA,NA
1061,"PADILLA GAMINO, JACQUELINE",NA,NA,NA,NA,NA
1062,"KEENE, CHRISTOPHER",NA,NA,NA,NA,NA
1063,"LIU, JONATHAN",1746,22,22,36,32
1064,"LEFTHAND-BEGAY, CLARITA",NA,NA,NA,NA,NA
1065,"NAHON, KARINE",2878,19,15,29,20
1066,"IRIBARREN, SARAH",NA,NA,NA,NA,NA
1067,"NICHOLS, RANDALL",NA,NA,NA,NA,NA
1068,"BYUN, EEESEUNG",NA,NA,NA,NA,NA
1069,"NAJAFIAN, BEHZAD",1509,18,17,31,28
1070,"TUTTLE, SARAH",NA,NA,NA,NA,NA
1071,"MCLAUGHLIN, KATIE",13296,62,60,129,126
1072,"HAAKANSON, SVEN",NA,NA,NA,NA,NA
1073,"NAAR, DEVIN",NA,NA,NA,NA,NA
1074,"ZAGHENI, EMILIO",729,13,13,17,17
1075,"HEIMERL, KURTIS",NA,NA,NA,NA,NA
1076,"PARRISH, JAY",NA,NA,NA,NA,NA
1077,"EZEONWU, MABEL",NA,NA,NA,NA,NA
1078,"LEE, DANIELLE",NA,NA,NA,NA,NA
1079,"BRAGIN, NAOMI",NA,NA,NA,NA,NA
1080,"CRIDER, JULIET",604,10,9,10,8
1081,"HAERLING, KATIE",NA,NA,NA,NA,NA
1082,"JACKSON, KARA",NA,NA,NA,NA,NA
1083,"VON MOLTKE, JAKOB",2047,11,11,11,11
1084,"BOYDSTON, ANDREW",2855,29,24,42,39
1085,"LALIC, GOJKO",1591,21,17,29,21
1086,"MASIELLO, DAVID",1913,18,17,24,22
1087,"ROBINS, LORI",NA,NA,NA,NA,NA
1088,"WILLIAMS, NATHALIE",NA,NA,NA,NA,NA
1089,"WOOD, CHELSEA",711,13,13,13,13
1090,"WIGGINS, PAUL",3625,25,22,32,31
1091,"SI, DONG",220,8,8,6,6
1092,"THORPE, REBECCA",NA,NA,NA,NA,NA
1093,"LICHT, ALEXIS",368,9,9,9,9
1094,"LEE, PEGGY",NA,NA,NA,NA,NA
1095,"ZANEVELD, JESSE",13032,17,17,20,20
1096,"CROUSE, DAVID",NA,NA,NA,NA,NA
1097,"THOMPSON, JESSICA",1650,17,13,24,20
1098,"AINSLEY, CAITLIN",19,3,3,1,0
1099,"MARHOEFER, LAURA",NA,NA,NA,NA,NA
1100,"LAAKSO, JANICE",NA,NA,NA,NA,NA
1101,"KEATING, CHRISTINE",NA,NA,NA,NA,NA
1102,"ROLFE, GEORGE",NA,NA,NA,NA,NA
1103,"AMRUTE, SAREETA",NA,NA,NA,NA,NA
1104,"LEE, CAROLE",407,8,6,6,3
1105,"BARNES, RORY",NA,NA,NA,NA,NA
1106,"GUTTMAN, MIKLOS",1298,20,19,27,26
1107,"JUNG, JIN-KYU",NA,NA,NA,NA,NA
1108,"HIRSCH, EDWARD",NA,NA,NA,NA,NA
1109,"KEY, JOEY",NA,NA,NA,NA,NA
1110,"SONNEY, JENNIFER",NA,NA,NA,NA,NA
1111,"BUNN-MARCUSE, KATHRYN",NA,NA,NA,NA,NA
1112,"KAWASE, MITSUHIRO",NA,NA,NA,NA,NA
1114,"COWGILL, KAREN",NA,NA,NA,NA,NA
1115,"JUDD, BETTINA",NA,NA,NA,NA,NA
1116,"ACKERMAN, ALISSA",NA,NA,NA,NA,NA
1117,"BEHLER, CONSTANTIN",NA,NA,NA,NA,NA
1118,"OEHME, ANNEGRET",NA,NA,NA,NA,NA
1119,"SUN, HUATONG",546,9,8,9,7
1120,"LU, CHAN",70,5,5,3,2
1121,"ROSS, STEPHEN",2706,16,10,18,10
1122,"SHIN, DONNA",NA,NA,NA,NA,NA
1123,"CROWLEY, JOHN",NA,NA,NA,NA,NA
1124,"OMAKI, AKIRA",415,11,10,13,10
1125,"CLARE, STEPHANIE",NA,NA,NA,NA,NA
1126,"FEINTZEIG, BENJAMIN",34,4,4,0,0
1127,"NORAKO, LEILA",NA,NA,NA,NA,NA
1128,"SCHEIER, SHIRLEY",NA,NA,NA,NA,NA
1129,"SOCHA, DAVID",786,13,7,16,5
1130,"TOU, ERIK",NA,NA,NA,NA,NA
1131,"HINTZ, ALLISON",NA,NA,NA,NA,NA
1132,"FUSTE, JOSE",18,3,2,0,0
1133,"ROMERO, ADAM",NA,NA,NA,NA,NA
1134,"CAMPELIA, GEORGINA",NA,NA,NA,NA,NA
1135,"BERNSTEIN, RUTH",NA,NA,NA,NA,NA
1136,"LINCOLN, RACHAEL",NA,NA,NA,NA,NA
1137,"ROBLES RIVERA, JOSE",NA,NA,NA,NA,NA
1138,"MODARRES, ANDREA",NA,NA,NA,NA,NA
1139,"NEMHAUSER, JENNIFER",4875,30,25,45,39
1140,"PSARRA, AFRODITI",NA,NA,NA,NA,NA
1141,"MINAH, GALEN",NA,NA,NA,NA,NA
1142,"LEUNG, SIU-TANG",NA,NA,NA,NA,NA
1143,"DOORENBOS, ARDITH",NA,NA,NA,NA,NA
1144,"YANEZ, NORBERT",NA,NA,NA,NA,NA
1145,"COOPER, MARK",NA,NA,NA,NA,NA
1146,"MARWICK, BENJAMIN",699,14,12,21,17
1147,"ABRUMS, MARY",NA,NA,NA,NA,NA
1148,"ADAMSON, KATIE",865,16,15,18,18
1149,"ADEE, BRUCE",NA,NA,NA,NA,NA
1150,"ADOLPH, CHRISTOPHER",791,11,9,12,8
1151,"AGOL, ERIC",13746,60,47,137,114
1152,"AGRAWAL, NIDHI",NA,NA,NA,NA,NA
1153,"AGUIRRE, JULIA",NA,NA,NA,NA,NA
1154,"AHN, SANG-GYEUN",NA,NA,NA,NA,NA
1155,"AKEY, JOSHUA",NA,NA,NA,NA,NA
1156,"ALCAIDE RAMIREZ, DOLORES",NA,NA,NA,NA,NA
1157,"ALDRIDGE, EDITH",NA,NA,NA,NA,NA
1158,"ALISEDA, ALBERTO",860,12,11,17,14
1159,"AMES, ERIC",NA,NA,NA,NA,NA
1160,"AMIRPARVIZ, BABAK",NA,NA,NA,NA,NA
1161,"ANDERSON, HELEN",NA,NA,NA,NA,NA
1162,"ARDUINO, PEDRO",NA,NA,NA,NA,NA
1163,"ASAH, STANLEY",896,13,12,14,14
1164,"ASUNCION, HAZELINE",NA,NA,NA,NA,NA
1165,"ATHREYA, JAYADEV",369,11,8,13,8
1166,"AU, WAYNE",14957,63,43,250,179
1167,"BACHMANN, OLIVIER",NA,NA,NA,NA,NA
1168,"BAI, YAN",NA,NA,NA,NA,NA
1169,"BAILKIN, JORDANNA",NA,NA,NA,NA,NA
1170,"BAKKER, JONATHAN",3253,31,28,50,47
1171,"BALAZINSKA, MAGDALENA",10965,48,40,92,81
1172,"BANG, MEGAN",NA,NA,NA,NA,NA
1173,"BARDEN, JEFFREY",NA,NA,NA,NA,NA
1174,"BARNES, CHRISTOPHER",2347,26,26,32,32
1175,"BARRETO, MATTHEW",NA,NA,NA,NA,NA
1176,"BARRIA-ROMAN, ANDRES",NA,NA,NA,NA,NA
1177,"BASU, ANIRBAN",6175,37,26,62,52
1178,"BEAMON, BENITA",NA,NA,NA,NA,NA
1179,"BECKER, BONNIE",609,8,8,8,8
1180,"BEKEMEIER, ELIZABETH",NA,NA,NA,NA,NA
1181,"BELL, PHILIP",7685,30,24,54,42
1182,"BENDER, EMILY",3384,24,14,40,21
1183,"BENITEZ, JOSE",NA,NA,NA,NA,NA
1184,"BERMAN, JEFFREY",1446,18,16,35,28
1185,"BITZ, CECILIA",12498,53,39,88,82
1186,"BLAKE, MICHAEL",1234,16,12,21,14
1187,"BOGEL, CYNTHEA",NA,NA,NA,NA,NA
1188,"BOND, ALAN",NA,NA,NA,NA,NA
1189,"BORENSTEIN, ELHANAN",4857,29,26,45,42
1190,"BOSWORTH, DAVID",NA,NA,NA,NA,NA
1191,"BOXX, KAREN",NA,NA,NA,NA,NA
1192,"BOYLE, LINDA",2793,30,25,51,44
1193,"BOYNTON, GEOFFREY",9293,39,30,57,52
1194,"BRANCH, TREVOR",6271,36,32,70,59
1195,"BRANDL, KLAUS",NA,NA,NA,NA,NA
1196,"BRIXEY, SHAWN",NA,NA,NA,NA,NA
1197,"BROOKS, TERRENCE",NA,NA,NA,NA,NA
1198,"BRYAN, DANIEL",NA,NA,NA,NA,NA
1199,"BUCHANAN, DIANA",NA,NA,NA,NA,NA
1200,"BUCKLEY, LAUREN",5371,31,30,52,49
1201,"BURA, RENATA",3218,18,18,21,19
1202,"CABEEN, LOUISE",NA,NA,NA,NA,NA
1203,"CALDIERARO, FABIO",NA,NA,NA,NA,NA
1204,"CAMP, STEPHANIE",NA,NA,NA,NA,NA
1205,"CAMPBELL, ELENA",NA,NA,NA,NA,NA
1206,"CAO, ZHIYAN",NA,NA,NA,NA,NA
1207,"CECCARELLI, LEAH",892,11,8,12,8
1208,"CEZE, LUIS",7141,39,32,80,70
1209,"CHALANA, MANISH",NA,NA,NA,NA,NA
1210,"CHAN, KWUN",874,14,14,18,18
1211,"CHAOVALITWONGSE, WANPRACHA",NA,NA,NA,NA,NA
1212,"CHEN, YU-CHIN",NA,NA,NA,NA,NA
1213,"CHENG, KAREN",NA,NA,NA,NA,NA
1214,"CHERYAN, SAPNA",2610,21,19,25,24
1215,"CHI, DONALD",779,16,16,30,28
1216,"CHIGURUPATI, KAVITA",NA,NA,NA,NA,NA
1217,"CHIO, VANESSA",NA,NA,NA,NA,NA
1218,"CHRISTIE, PATRICK",3898,31,25,49,39
1219,"CHUDE-SOKEI, LOUIS",NA,NA,NA,NA,NA
1220,"CHUNG, SAM",NA,NA,NA,NA,NA
1221,"CITKO, BARBARA",1190,18,13,22,14
1222,"CLINE, ERICA",328,8,7,8,5
1223,"COCHRANE, BARBARA",7966,43,34,75,70
1224,"COHENCA, NESTOR",NA,NA,NA,NA,NA
1225,"COLLIER, THOMAS",NA,NA,NA,NA,NA
1226,"COLLINS, DOUGLAS",NA,NA,NA,NA,NA
1227,"CONNORS, CATHERINE",NA,NA,NA,NA,NA
1228,"CONTRERAS, FRANCES",NA,NA,NA,NA,NA
1229,"COOK, CLAYTON",NA,NA,NA,NA,NA
1230,"COOK, CLAYTON",NA,NA,NA,NA,NA
1231,"COOK, JOSEPH",500,12,10,15,11
1232,"COOKE, CHERYL",NA,NA,NA,NA,NA
1233,"COON, DAVID",NA,NA,NA,NA,NA
1234,"COOPER, ELIZABETH",NA,NA,NA,NA,NA
1235,"COOPER, JOYCE",3055,21,15,33,23
1236,"CORSER, ROBERT",NA,NA,NA,NA,NA
1237,"COUPE, JAMES",NA,NA,NA,NA,NA
1238,"COX, EMILY",NA,NA,NA,NA,NA
1239,"CRNKOVIC, GORDANA",NA,NA,NA,NA,NA
1240,"CUMMINS, REBECCA",NA,NA,NA,NA,NA
1241,"CURTIS-NEWTON, VALERIE",NA,NA,NA,NA,NA
1242,"DAVIES-VOLLUM, SIAN",NA,NA,NA,NA,NA
1243,"DAVIS, CAROL",NA,NA,NA,NA,NA
1244,"DE CASTRO, ARNOLD",NA,NA,NA,NA,NA
1245,"DE LA IGLESIA, HORACIO",3175,31,23,48,38
1246,"DECHTER, AIMEE",NA,NA,NA,NA,NA
1247,"DELISLE, JAMES",NA,NA,NA,NA,NA
1248,"DEYOUNG, TERRI",NA,NA,NA,NA,NA
1249,"DHAVAN, PURNIMA",NA,NA,NA,NA,NA
1250,"DIERWECHTER, YONN",315,10,8,10,8
1251,"DING, LING",395,10,10,10,10
1252,"DINGLASAN-PANLILIO, MARY",NA,NA,NA,NA,NA
1253,"DISTILIO, VERONICA",1665,19,14,23,19
1254,"DOBRA, ADRIAN",2661,26,18,37,25
1255,"DODD, MICHAEL",1722,13,13,15,15
1256,"DOLSAK, NIVES",2787,14,14,15,14
1257,"DOMINGOS, PEDRO",36645,81,54,142,114
1258,"DONG, YUE",NA,NA,NA,NA,NA
1259,"DRANGSHOLT, MARK",NA,NA,NA,NA,NA
1260,"DREVDAHL, DENISE",NA,NA,NA,NA,NA
1261,"DUDZINSKI, DENISE",475,13,9,15,9
1262,"DUNHAM, MAITREYA",5938,29,25,51,49
1263,"EADIE, TANYA",1626,22,19,35,31
1264,"EL-ANWAR, OMAR",326,11,9,11,9
1265,"ERNST, MICHAEL",14641,56,43,125,98
1266,"ESSINGTON, TIMOTHY",7500,41,29,90,83
1267,"EVANS, BETSY",710,15,11,21,13
1268,"EVANS, LAURA",NA,NA,NA,NA,NA
1269,"FABER, CRISPIN",NA,NA,NA,NA,NA
1270,"FABER, JURG",NA,NA,NA,NA,NA
1271,"FAN, MARY",NA,NA,NA,NA,NA
1272,"FAN, MARY",NA,NA,NA,NA,NA
1273,"FAZEL SARJOUI, MARYAM",NA,NA,NA,NA,NA
1274,"FEIL, MAGNUS",NA,NA,NA,NA,NA
1275,"FELD, ANDREW",NA,NA,NA,NA,NA
1276,"FERABOLI, PAOLO",NA,NA,NA,NA,NA
1277,"FERNANDEZ DOBAO, ANA",481,11,9,11,9
1278,"FERRANTE, ANTONINO",972,12,9,12,9
1279,"FEUERBORN, LAURA",NA,NA,NA,NA,NA
1280,"FINE, IONE",NA,NA,NA,NA,NA
1281,"FLAGLER, SUSAN",NA,NA,NA,NA,NA
1282,"FLAKE, NATASHA",NA,NA,NA,NA,NA
1283,"FOOT, KIRSTEN",NA,NA,NA,NA,NA
1284,"FOREHAND, MARK",1680,17,16,23,20
1285,"FORREST, KELLY",NA,NA,NA,NA,NA
1286,"FOX, DIETER",52204,98,67,195,162
1287,"FRACE, JEFFREY",NA,NA,NA,NA,NA
1288,"FRIED, AMY",NA,NA,NA,NA,NA
1289,"FRIEDMAN, ROBERT",NA,NA,NA,NA,NA
1290,"FRIERSON, DARGAN",4639,39,33,59,55
1291,"FUKUDA, MUNEHIRO",NA,NA,NA,NA,NA
1292,"FULLERTON, STEPHANIE",4883,35,29,61,49
1293,"GALE, ANN",NA,NA,NA,NA,NA
1294,"GALVIN, BENJAMIN",NA,NA,NA,NA,NA
1295,"GARDNER, BENJAMIN",NA,NA,NA,NA,NA
1296,"GARDNER, RICHARD",4500,26,16,56,25
1297,"GARNER, MICHELLE",2114,9,7,8,7
1298,"GAVIN, AMELIA",NA,NA,NA,NA,NA
1299,"GAYLARD, SUSAN",NA,NA,NA,NA,NA
1300,"GHATE, ARCHIS",427,12,10,14,12
1301,"GINORIO, ANGELA",NA,NA,NA,NA,NA
1302,"GODOY, ANGELINA",NA,NA,NA,NA,NA
1303,"GOMEZ, JUAN",NA,NA,NA,NA,NA
1304,"GOMEZ, RICARDO",1636,23,16,35,25
1305,"GOODCHILD, ANNE",892,16,12,21,15
1306,"GORDON, SHARONA",NA,NA,NA,NA,NA
1307,"GORMAN-LEWIS, DREW",NA,NA,NA,NA,NA
1308,"GOURD, KAREN",NA,NA,NA,NA,NA
1309,"GRIBBLE, STEVEN",NA,NA,NA,NA,NA
1310,"GROSSMAN, DANIEL",5430,36,25,69,53
1311,"GRUNBAUM, DANIEL",NA,NA,NA,NA,NA
1312,"GUERRA, JUAN",831,13,11,15,11
1313,"GUGERTY, MARY",2578,15,14,19,16
1314,"GUPTA, MAYA",NA,NA,NA,NA,NA
1315,"GUPTA, SUBHADEEP",NA,NA,NA,NA,NA
1316,"HADJIMICHALAKIS, MICHAEL",NA,NA,NA,NA,NA
1317,"HAGUE, CHRIS",NA,NA,NA,NA,NA
1318,"HAKIM, GREGORY",8611,26,20,46,37
1319,"HAREWOOD, SUSAN",NA,NA,NA,NA,NA
1320,"HARGRAVE, TIMOTHY",NA,NA,NA,NA,NA
1321,"HAWKINS, BRIAN",NA,NA,NA,NA,NA
1322,"HENEGHAN, AINE",NA,NA,NA,NA,NA
1323,"HERNANDEZ, MORELA",NA,NA,NA,NA,NA
1324,"HERRENKOHL, LESLIE",NA,NA,NA,NA,NA
1325,"HERRENKOHL, TODD",NA,NA,NA,NA,NA
1326,"HETMANIUK, ULRICH",1118,16,12,24,15
1327,"HIEBERT, THEODOR",NA,NA,NA,NA,NA
1328,"HILL, KRISTI",NA,NA,NA,NA,NA
1329,"HILLE RIS LAMBERS, JANNEKE",6582,32,30,45,45
1330,"HILLHOUSE, HUGH",7444,37,29,67,52
1331,"HILLYARD, CINNAMON",257,8,8,8,5
1332,"HOCHBERG, MICHAEL",NA,NA,NA,NA,NA
1333,"HODGE, FRANK",NA,NA,NA,NA,NA
1334,"HODGE, HUCK",NA,NA,NA,NA,NA
1335,"HOEHN-WEISS, MANUELA",NA,NA,NA,NA,NA
1336,"HOFFMAN, LISA",643,11,9,12,8
1337,"HONG, SUL",NA,NA,NA,NA,NA
1338,"HORNER-DEVINE, MARIE",NA,NA,NA,NA,NA
1339,"HORWITZ, GREGORY",1617,18,15,24,19
1340,"HOU, JEFFREY",749,10,10,11,10
1341,"HOWARD, PHILIP",NA,NA,NA,NA,NA
1342,"HUNTINGTON, KATHARINE",1485,20,19,27,27
1343,"HUPPERT, ANN",NA,NA,NA,NA,NA
1344,"IAROCCI, LOUISA",NA,NA,NA,NA,NA
1345,"IBRAHIM, HABIBA",NA,NA,NA,NA,NA
1346,"IMAIZUMI, TAKATO",4975,27,25,35,33
1347,"INOUE, LURDES",NA,NA,NA,NA,NA
1348,"ISHEM, LINDA",NA,NA,NA,NA,NA
1349,"ISOHERRANEN, NINA",3535,36,26,74,65
1350,"ISTANBULLUOGLU, ERKAN",1530,24,21,31,30
1351,"JANSSEN, DONALD",NA,NA,NA,NA,NA
1352,"JAROSZ, LUCY",NA,NA,NA,NA,NA
1353,"JEGATHEESAN, BRINDA",NA,NA,NA,NA,NA
1354,"JENKINS, LEKELIA",191,8,8,8,8
1355,"JOHNSON, DAVID",NA,NA,NA,NA,NA
1356,"JORDAN, PAMELA",NA,NA,NA,NA,NA
1357,"JOSEPH, GAIL",NA,NA,NA,NA,NA
1358,"JOSEPH, RALINA",NA,NA,NA,NA,NA
1359,"JOSLYN, SUSAN",878,19,15,25,20
1360,"KAEBERLEIN, MATT",19152,55,47,132,122
1361,"KAHN, PETER",7291,39,30,71,55
1362,"KALE, SUNILA",NA,NA,NA,NA,NA
1363,"KAMEN, DEBORAH",NA,NA,NA,NA,NA
1364,"KANG, REBECCA",NA,NA,NA,NA,NA
1365,"KANG, YONG-SUNG",NA,NA,NA,NA,NA
1366,"KANG'ARA, SYLVIA",NA,NA,NA,NA,NA
1367,"KAUP, MONIKA",NA,NA,NA,NA,NA
1368,"KAZEMI, ELHAM",3705,23,19,28,23
1369,"KEISTER, JULIE",NA,NA,NA,NA,NA
1370,"KELLEY, MATTHEW",74,5,5,2,2
1371,"KEMP, SUSAN",NA,NA,NA,NA,NA
1372,"KENDALL, DIANE",NA,NA,NA,NA,NA
1373,"KERDEMAN, DEBORAH",NA,NA,NA,NA,NA
1374,"KERR, BENJAMIN",3472,23,18,40,33
1375,"KHAGRAM, SANJEEV",NA,NA,NA,NA,NA
1376,"KHALIL, MUNIRA",3371,25,21,37,33
1377,"KHULLAR, SONAL",NA,NA,NA,NA,NA
1378,"KIENTZ, JULIE",3927,29,24,58,52
1379,"KIM, SEIK",NA,NA,NA,NA,NA
1380,"KIM, SOO-HYUNG",1846,23,17,33,29
1381,"KING, JAMES",NA,NA,NA,NA,NA
1382,"KING, KEVIN",2778,26,24,40,40
1383,"KLAWITTER, MARIEKA",956,15,7,21,5
1384,"KLEIT, RACHEL",NA,NA,NA,NA,NA
1385,"KLINGER, TERRIE",NA,NA,NA,NA,NA
1386,"KNIGHT, JEFFREY",NA,NA,NA,NA,NA
1387,"KNUDSEN, SANNE",NA,NA,NA,NA,NA
1388,"KO, ANDREW",5036,33,27,65,52
1389,"KOCHHAR, KANTA",NA,NA,NA,NA,NA
1390,"KOLASINSKI, ADAM",NA,NA,NA,NA,NA
1391,"KORF, GEOFFREY",NA,NA,NA,NA,NA
1392,"KRONSTROM, MATS",NA,NA,NA,NA,NA
1393,"KRUG, ANITA",NA,NA,NA,NA,NA
1394,"KUMAR, VIPIN",NA,NA,NA,NA,NA
1395,"LAFLAMME, MICHAEL",NA,NA,NA,NA,NA
1396,"LAFLAMME, MICHAEL",NA,NA,NA,NA,NA
1397,"LAGUNOFF, MICHAEL",NA,NA,NA,NA,NA
1398,"LAHIRI, ATANU",NA,NA,NA,NA,NA
1399,"LAIRD, MARGARET",NA,NA,NA,NA,NA
1400,"LAPE, PETER",390,11,10,11,10
1401,"LAVERTY, KEVIN",953,8,6,8,6
1402,"LEACHE, ADAM",3554,25,21,41,39
1403,"LEBERT, EDGAR",NA,NA,NA,NA,NA
1404,"LEE, ADRIAN",627,15,13,21,18
1405,"LEE, CAROLE",407,8,6,6,3
1406,"LEE, CHARLOTTE",1531,18,17,26,25
1407,"LEE, HEDWIG",NA,NA,NA,NA,NA
1408,"LEE, JIHYUNG",NA,NA,NA,NA,NA
1409,"LEE, KELLY",NA,NA,NA,NA,NA
1410,"LEHMAN, DAWN",2252,26,22,46,36
1411,"LENG, FEI",NA,NA,NA,NA,NA
1412,"LEU, JANXIN",NA,NA,NA,NA,NA
1413,"LEVOW, GINA-ANNE",NA,NA,NA,NA,NA
1414,"LI, JIANGYU",7917,44,35,138,110
1415,"LI, WEIQING",NA,NA,NA,NA,NA
1416,"LI, XIAOSONG",122239,38,29,102,77
1417,"LI, XIAOSONG",122239,38,29,102,77
1418,"LI, YU",NA,NA,NA,NA,NA
1419,"LIEBLICH, MAX",689,11,10,14,11
1420,"LIN, KEN-YU",418,10,9,12,9
1421,"LINGAPPA, JAISRI",NA,NA,NA,NA,NA
1422,"LITTIG, PETER",NA,NA,NA,NA,NA
1423,"LLOBERA, MARCOS",1327,13,12,16,13
1424,"LO, KING",NA,NA,NA,NA,NA
1425,"LOBER, WILLIAM",NA,NA,NA,NA,NA
1426,"LOMBARDI, CLARK",535,11,10,11,10
1427,"LONG, MARK",1805,19,17,23,21
1428,"LOPEZ, SHAUN",NA,NA,NA,NA,NA
1429,"LOTT, JOE",NA,NA,NA,NA,NA
1430,"LOVELL, GEORGE",NA,NA,NA,NA,NA
1431,"LOWES, LAURA",1639,20,18,33,28
1432,"MACCOSS, MICHAEL",18224,64,51,145,133
1433,"MAHADEVAN, SUDHIR",NA,NA,NA,NA,NA
1434,"MALY, DUSTIN",NA,NA,NA,NA,NA
1435,"MALY, DUSTIN",NA,NA,NA,NA,NA
1436,"MAMANI, HAMED",NA,NA,NA,NA,NA
1437,"MAMISHEV, ALEXANDER",NA,NA,NA,NA,NA
1438,"MANCHAK, JOHN",NA,NA,NA,NA,NA
1439,"MANCHAK, JOHN",NA,NA,NA,NA,NA
1440,"MARCENKO, MAUREEN",NA,NA,NA,NA,NA
1441,"MARLOWE, JUSTIN",NA,NA,NA,NA,NA
1442,"MARLOWE, JUSTIN",NA,NA,NA,NA,NA
1443,"MARWICK, BENJAMIN",699,14,12,21,17
1444,"MATSUMOTO, DAWN",NA,NA,NA,NA,NA
1445,"MATTHEWS, KRISTINE",NA,NA,NA,NA,NA
1446,"MCCANN, PAMELA",NA,NA,NA,NA,NA
1447,"MCCORMACK, SHANNON",NA,NA,NA,NA,NA
1448,"MCDONALD, DAVID",7632,36,27,69,49
1449,"MCDONALD, MORVA",NA,NA,NA,NA,NA
1450,"MCMURTRIE, JACQUELINE",NA,NA,NA,NA,NA
