Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"PALLANCK, LEO",NA,NA,NA,NA,NA
"HOLZWORTH, ROBERT",NA,NA,NA,NA,NA
"ANDERSEN, NIELS",NA,NA,NA,NA,NA
"TURECEK, FRANTISEK",NA,NA,NA,NA,NA
"BURGETT, BRUCE",NA,NA,NA,NA,NA
"LENGUA, LILIANA",7238,39,33,60,58
"QUINN, THOMAS",23272,78,39,287,206
"SHARPE, STEPHEN",32902,58,23,133,57
"SMITH, RONALD",19913,75,43,196,118
"JAEGLE, LYATT",NA,NA,NA,NA,NA
"GODOY, ANGELINA",NA,NA,NA,NA,NA
"LI, XIAOSONG",122117,38,29,101,76
"LAGUNOFF, MICHAEL",NA,NA,NA,NA,NA
"THOMPSON, HILAIRE",3650,32,25,65,55
"KAZEMI, ELHAM",3700,22,19,28,23
"HAKIM, GREGORY",8605,26,20,46,37
"SLAYTON, REBECCA",NA,NA,NA,NA,NA
"MACDONALD, GINGER",1664,9,5,7,4
"HARRISON, ROBERT",2650,28,15,59,33
"CHAN, KAM",6162,30,24,44,27
"ATKINS, WILLIAM",NA,NA,NA,NA,NA
"BERGSTROM, CARL",10862,48,35,82,70
"THOMAS, LYNN",NA,NA,NA,NA,NA
"WINN, JANE",NA,NA,NA,NA,NA
"HILBORN, RAY",38819,89,55,333,224
"UHLMANN, GUNTHER",13532,60,40,192,144
"YOUNG, GRAHAM",6579,47,19,111,42
"HUGHES, JAMES",NA,NA,NA,NA,NA
"ERIKSEN, CHARLES",NA,NA,NA,NA,NA
"MARZLUFF, JOHN",NA,NA,NA,NA,NA
"QUINN, THOMAS",23272,78,39,287,206
"LEVY, DAVID",NA,NA,NA,NA,NA
"BACHMAN, DAVID",NA,NA,NA,NA,NA
"BERNINGER, VIRGINIA",NA,NA,NA,NA,NA
"KRISHNAN, KANNAN",11571,51,34,169,89
"THORNTON, JOEL",5863,43,37,87,85
"KEIL, RICHARD",NA,NA,NA,NA,NA
"LOVELL, GEORGE",NA,NA,NA,NA,NA
"HALVORSEN, ROBERT",NA,NA,NA,NA,NA
"LINEHAN, MARSHA",47090,82,60,194,148
"DECONINCK, BERNARD",NA,NA,NA,NA,NA
"BRUCKNER, ADAM",NA,NA,NA,NA,NA
"KELLER, SARAH",7094,31,23,39,30
"FISHER, KAREN",5781,36,24,63,42
"MALTE, PHILIP",NA,NA,NA,NA,NA
"PUNT, ANDRE",15925,61,42,290,189
"ANDREEV, ANTON",NA,NA,NA,NA,NA
"BRADSHAW, HARVEY",NA,NA,NA,NA,NA
"BURBACHER, THOMAS",NA,NA,NA,NA,NA
"GREGORY, JAMES",NA,NA,NA,NA,NA
"CREAGER, KENNETH",4831,41,24,65,40
"SAHR, JOHN",NA,NA,NA,NA,NA
"BOXX, KAREN",NA,NA,NA,NA,NA
"BOLLEN, ANNE-MARIE",NA,NA,NA,NA,NA
"ESSINGTON, TIMOTHY",7491,41,29,90,83
"SHEN, I-YEU",NA,NA,NA,NA,NA
"LEIGH, JOHN",NA,NA,NA,NA,NA
"MEISCHKE, HENDRIKA",NA,NA,NA,NA,NA
"OLMSTEAD, MARJORIE",NA,NA,NA,NA,NA
"RISER, STEPHEN",NA,NA,NA,NA,NA
"FELSENSTEIN, JOSEPH",114319,73,42,139,78
"WILLIAMSON-LOTT, JOY",NA,NA,NA,NA,NA
"SIDOR, CHRISTIAN",3142,29,21,59,46
"MALY, DUSTIN",NA,NA,NA,NA,NA
"HASELKORN, MARK",NA,NA,NA,NA,NA
"ROBINSON, BRUCE",8782,48,23,128,47
"WONG, KAR-YIU",NA,NA,NA,NA,NA
"HOUCK, GAIL",NA,NA,NA,NA,NA
"LUBATTI, HENRY",NA,NA,NA,NA,NA
"OLMSTEAD, RICHARD",21558,69,42,142,108
"SKALSKI, JOHN",NA,NA,NA,NA,NA
"CATLING, DAVID",7376,47,35,92,78
"GOUSSIOU, ANNA",NA,NA,NA,NA,NA
"NYERGES, TIMOTHY",NA,NA,NA,NA,NA
"HATFIELD, MICHAEL",NA,NA,NA,NA,NA
"TOLNAY, STEWART",NA,NA,NA,NA,NA
"THOMPSON, LUANNE",NA,NA,NA,NA,NA
"BENNER, GREG",2356,23,18,35,31
"HERTZOG, NANCY",671,14,10,20,10
"GARCIA, ALEJANDRO",NA,NA,NA,NA,NA
"NATHANSON, NEIL",NA,NA,NA,NA,NA
"HEBERT, MARY",NA,NA,NA,NA,NA
"VALENCIA, SHEILA",NA,NA,NA,NA,NA
"KELLEY, DEBORAH",NA,NA,NA,NA,NA
"TANIMOTO, STEVEN",NA,NA,NA,NA,NA
"WOOD, ROBERT",6663,46,36,102,82
"FRANKLIN, JERRY",45786,93,57,269,152
"BEECHER, MICHAEL",7692,50,23,92,56
"BALAKRISHNAN, P",1372,15,10,18,11
"HUJOEL, PHILIPPE",NA,NA,NA,NA,NA
"LOBER, WILLIAM",NA,NA,NA,NA,NA
"KERR, BENJAMIN",3463,23,18,40,33
"ZAHORJAN, JOHN",NA,NA,NA,NA,NA
"TAYLOR, JANELLE",2179,20,18,28,21
"WILKERSON, JOHN",2378,22,18,34,20
"COCHRANE, BARBARA",7947,43,34,75,70
"NELSON, WENDEL",NA,NA,NA,NA,NA
"FUKUDA, MUNEHIRO",NA,NA,NA,NA,NA
"SWANSON, WILLIE",7940,45,27,74,64
"TURNS, JENNIFER",3487,25,15,47,24
"JAROSZ, LUCY",NA,NA,NA,NA,NA
"SACHS, JULIAN",4595,36,27,66,58
"SPIGNER, CLARENCE",NA,NA,NA,NA,NA
"KIM, JEANSOK",15146,52,35,77,67
"MUGERAUER, ROBERT",NA,NA,NA,NA,NA
"SMITH, HOWARD",NA,NA,NA,NA,NA
"THOMAS, REKHA",2214,25,16,43,24
"MESCHKE, JOHN",NA,NA,NA,NA,NA
"SCHNAPPER, ERIC",NA,NA,NA,NA,NA
"INOUE, LURDES",NA,NA,NA,NA,NA
"MAGYARY, DIANE",NA,NA,NA,NA,NA
"STACEY, ROBIN",NA,NA,NA,NA,NA
"BURDZY, KRZYSZTOF",3483,31,19,85,42
"LOWES, LAURA",1638,20,18,33,28
"BOTHWELL, MARK",14105,61,22,115,56
"GRAY, SHELLY",NA,NA,NA,NA,NA
"MARSHALL, DONALD",1587,21,10,30,11
"TRUPIN, ERIC",NA,NA,NA,NA,NA
"BROWN, J",19613,48,32,65,53
"YALCH, RICHARD",NA,NA,NA,NA,NA
"GREENBAUM, ANNE",NA,NA,NA,NA,NA
"SPIEKER, SUSAN",NA,NA,NA,NA,NA
"SINGH, PRADEEP",NA,NA,NA,NA,NA
"HORN, JOHN",NA,NA,NA,NA,NA
"REED, DOROTHY",NA,NA,NA,NA,NA
"PERLMAN, MICHAEL",NA,NA,NA,NA,NA
"BOYNTON, GEOFFREY",9280,39,30,57,52
"TEREDESAI, ANKUR",1261,19,14,31,17
"PFAFF, STEVEN",997,15,11,18,12
"VEENSTRA, DAVID",16376,51,37,150,116
"BRAESTER, YOMI",NA,NA,NA,NA,NA
"HARRELL, STEVAN",3586,32,17,57,26
"LIN, LIH-YUAN",NA,NA,NA,NA,NA
"RODGERS, WILLIAM",NA,NA,NA,NA,NA
"BREWER, BONITA",NA,NA,NA,NA,NA
"INGEBRITSEN, CHRISTINE",NA,NA,NA,NA,NA
"BULGAC, AUREL",NA,NA,NA,NA,NA
"MCMILLIN, DIVYA",NA,NA,NA,NA,NA
"BUICK, ROGER",NA,NA,NA,NA,NA
"HERRENKOHL, TODD",NA,NA,NA,NA,NA
"HORNE, JOHN",2463,28,19,58,40
"ROEDER, CHARLES",4342,35,23,96,54
"FRIEDMAN, CAROLYN",3691,37,23,73,56
"HERMANSON, JAMES",NA,NA,NA,NA,NA
"COBDEN, DAVID",9833,34,26,53,37
"MCCORMICK, WAYNE",NA,NA,NA,NA,NA
"SUMMERS, ADAM",2616,30,21,65,46
"WANG, JOANNE",NA,NA,NA,NA,NA
"STOVEL, KATHERINE",2371,17,14,20,14
"WADDINGTON, EDWIN",NA,NA,NA,NA,NA
"PEKKANEN, SAADIA",NA,NA,NA,NA,NA
"THOMAS, JAMES",7098,45,28,102,73
"GOMULKIEWICZ, ROBERT",NA,NA,NA,NA,NA
"ANDERSON, SCOTT",NA,NA,NA,NA,NA
"DETWILER, PETER",NA,NA,NA,NA,NA
"DIKMEN, SUREYYA",NA,NA,NA,NA,NA
"BITZ, CECILIA",12476,53,39,88,82
"WILLGERODT, MAYUMI",NA,NA,NA,NA,NA
"ZACHRY, MARK",NA,NA,NA,NA,NA
"HARRINGTON, JAMES",943,13,8,23,6
"JONAS, RAYMOND",NA,NA,NA,NA,NA
"HERRING, SUSAN",6711,45,25,113,58
"SMITH, HART",1722,21,16,29,18
"MCCUNE, JEANNINE",NA,NA,NA,NA,NA
"GEIST, ANTHONY",NA,NA,NA,NA,NA
"NEMHAUSER, JENNIFER",4867,30,25,45,39
"NOLEN, SUSAN",NA,NA,NA,NA,NA
"JOHNSON, PETER",2530,29,23,56,42
"CHAOVALITWONGSE, WANPRACHA",NA,NA,NA,NA,NA
"ZEICHNER, KENNETH",NA,NA,NA,NA,NA
"DEMING, JODY",NA,NA,NA,NA,NA
"KUMAR, VIPIN",NA,NA,NA,NA,NA
"MITCHELL, STEPHEN",NA,NA,NA,NA,NA
"GLENN, SUSAN",NA,NA,NA,NA,NA
"GRAY, RICHARD",NA,NA,NA,NA,NA
"GUERRA, JUAN",831,13,11,15,11
"HERON, PAULA",NA,NA,NA,NA,NA
"ZHANG, JIAN",NA,NA,NA,NA,NA
"GAY, GENEVA",NA,NA,NA,NA,NA
"RUESINK, JENNIFER",NA,NA,NA,NA,NA
"KUROSAKA, MITSURU",NA,NA,NA,NA,NA
"KISER, EDGAR",NA,NA,NA,NA,NA
"STORTI, DUANE",NA,NA,NA,NA,NA
"DE LA IGLESIA, HORACIO",3170,31,23,48,38
"LIEBLICH, MAX",688,11,10,14,11
"ELLIS, JOHN",NA,NA,NA,NA,NA
"REED, BRIAN",1079,11,8,13,8
"MCMURTRIE, JACQUELINE",NA,NA,NA,NA,NA
"MATSUEDA, ROSS",5414,25,23,35,30
"SHEN, QING",2919,28,21,41,33
"SHIELDS, DAVID",NA,NA,NA,NA,NA
"HOU, JEFFREY",746,10,10,11,10
"HERRENKOHL, LESLIE",NA,NA,NA,NA,NA
"BOOTH-LAFORCE, CATHRYN",NA,NA,NA,NA,NA
"SPYRIDAKIS, JAN",NA,NA,NA,NA,NA
"GANTER, MARK",NA,NA,NA,NA,NA
"HILLE RIS LAMBERS, JANNEKE",6567,32,30,44,44
"QUAY, PAUL",NA,NA,NA,NA,NA
"TENENBERG, JOSH",2373,25,12,37,18
"CHEN, SSU-KUANG",NA,NA,NA,NA,NA
"HAUCK, SCOTT",10912,45,23,101,48
"PORTIN, BRADLEY",NA,NA,NA,NA,NA
"KLAWITTER, MARIEKA",956,15,7,21,5
"SIMPSON, CHRISTOPHER",3346,25,18,48,39
"OZUBKO, CHRISTOPHER",NA,NA,NA,NA,NA
"KNOPP, LAWRENCE",NA,NA,NA,NA,NA
"SHAFFER, PETER",NA,NA,NA,NA,NA
"CHEN, ZHEN-QING",4960,37,26,107,77
"BASSINGTHWAIGHTE, JAMES",NA,NA,NA,NA,NA
"ROSENTHAL, MICHAEL",NA,NA,NA,NA,NA
"QIAN, HONG",NA,NA,NA,NA,NA
"BERG, CELESTE",NA,NA,NA,NA,NA
"DUNHAM, SCOTT",2053,24,12,55,16
"WINDSCHITL, MARK",NA,NA,NA,NA,NA
"DUNCAN, BETTINA",NA,NA,NA,NA,NA
"KARCH, ANDREAS",9914,51,33,99,69
"CHUNG, KWOK-HUNG",NA,NA,NA,NA,NA
"XIA, FEI",4004,30,24,91,58
"LEIREN, TERJE",NA,NA,NA,NA,NA
"CHERNIAVSKY, EVA",NA,NA,NA,NA,NA
"FURMAN, RICHARD",NA,NA,NA,NA,NA
"FLORES, LAURO",NA,NA,NA,NA,NA
"SEBENS, KENNETH",NA,NA,NA,NA,NA
"TALBOTT, WILLIAM",598,9,5,8,5
"BENIRSCHKE, STEPHEN",NA,NA,NA,NA,NA
"DUCHAMP, THOMAS",NA,NA,NA,NA,NA
"WELLMAN, JAMES",NA,NA,NA,NA,NA
"WERNER, LYNNE",NA,NA,NA,NA,NA
"FINE, IONE",NA,NA,NA,NA,NA
"RAFTERY, ANA",NA,NA,NA,NA,NA
"WATTS, GORDON",NA,NA,NA,NA,NA
"PALMIERI, JOHN",939,14,10,17,10
"BROWN, MICHAEL",4694,35,15,61,26
"BUBE, KENNETH",NA,NA,NA,NA,NA
"YUAN, YU",NA,NA,NA,NA,NA
"AMMIRATI, JOSEPH",NA,NA,NA,NA,NA
"DEN NIJS, MARCEL",NA,NA,NA,NA,NA
"HOL, WILHELMUS",NA,NA,NA,NA,NA
"LE RESCHE, LINDA",NA,NA,NA,NA,NA
"RUTHERFORD, G",NA,NA,NA,NA,NA
"DONG, YUE",NA,NA,NA,NA,NA
"FELAK, JAMES",NA,NA,NA,NA,NA
"KUGA, YASUO",NA,NA,NA,NA,NA
"LOUIE, BELINDA",NA,NA,NA,NA,NA
"SMITH, SHOLTO",NA,NA,NA,NA,NA
"HARGUS, SHARON",NA,NA,NA,NA,NA
"NOBLE, KATHLEEN",NA,NA,NA,NA,NA
"ANDERSON, GAIL",6576,44,25,95,65
"CONNORS, CATHERINE",NA,NA,NA,NA,NA
"FORTNEY, JOHN",NA,NA,NA,NA,NA
"FRIDLEY, JAMES",NA,NA,NA,NA,NA
"DANIALI, SAEED",NA,NA,NA,NA,NA
"GRAYSON, DONALD",NA,NA,NA,NA,NA
"SEARS, LAURIE",NA,NA,NA,NA,NA
"ELWOOD-FAUSTINO, SARAH",NA,NA,NA,NA,NA
"GALLUCCI, VINCENT",NA,NA,NA,NA,NA
"LEHMAN, DAWN",2250,26,22,46,36
"CAVANAGH, PETER",NA,NA,NA,NA,NA
"SYLVESTER, JOHN",3921,24,17,33,27
"BAILKIN, JORDANNA",NA,NA,NA,NA,NA
"BREIDENTHAL, ROBERT",NA,NA,NA,NA,NA
"GREENBERG, RALPH",NA,NA,NA,NA,NA
"OVERNEY, RENE",NA,NA,NA,NA,NA
"LIN, ZHI",NA,NA,NA,NA,NA
"MERCER, JONATHAN",NA,NA,NA,NA,NA
"PENA, DEVON",1256,19,9,27,9
"PRAKASH, VIKRAMADITYA",NA,NA,NA,NA,NA
"GREENWALD, ANTHONY",66412,98,66,201,146
"HA, YONG-CHOOL",NA,NA,NA,NA,NA
"DARLING, ROBERT",NA,NA,NA,NA,NA
"NOVIK, ISABELLA",NA,NA,NA,NA,NA
"PRUTTI, BRIGITTE",NA,NA,NA,NA,NA
"GILL, ANTHONY",1696,15,11,17,11
"WEINSTEIN, MATTHEW",NA,NA,NA,NA,NA
"NURIUS, PAULA",NA,NA,NA,NA,NA
"PARKER, WALTER",4152,29,20,39,28
"LADNER, RICHARD",13623,49,28,125,64
"DOLSAK, NIVES",2785,14,14,15,14
"BORCH-JACOBSEN, MIKKEL",NA,NA,NA,NA,NA
"MONTINE, THOMAS",NA,NA,NA,NA,NA
"LEE, JOHN",25,1,1,1,1
"SHERK, HELEN",NA,NA,NA,NA,NA
"TAMIMI, HISHAM",4157,39,16,60,28
"HOUSTON, HEIDI",NA,NA,NA,NA,NA
"MEYERS, MARCIA",7509,34,24,60,38
"VAVILALA, MONICA",NA,NA,NA,NA,NA
"BERGANTZ, GEORGE",3521,31,24,44,31
"VITALIANO, PETER",16159,63,32,111,72
"CURTIS-NEWTON, VALERIE",NA,NA,NA,NA,NA
"DREVDAHL, DENISE",NA,NA,NA,NA,NA
"SPIVAK, BORIS",NA,NA,NA,NA,NA
"BENDER, EMILY",3383,24,14,40,21
"DAVIS, SCOTT",NA,NA,NA,NA,NA
"WEYMULLER, ERNEST",NA,NA,NA,NA,NA
"DZIWIREK, KATARZYNA",NA,NA,NA,NA,NA
"ENGLAND, KIM",3744,26,16,38,27
"WARNER, GARTH",NA,NA,NA,NA,NA
"BROWN, MARIE",NA,NA,NA,NA,NA
"EADIE, TANYA",1626,22,19,35,31
"WARD, PETER",NA,NA,NA,NA,NA
"WILKE, SABINE",NA,NA,NA,NA,NA
"GREER, BENJAMIN",NA,NA,NA,NA,NA
"SUN, MING-TING",8864,49,25,143,62
"HANDWERK, GARY",NA,NA,NA,NA,NA
"NAISH, KERRY-ANN",NA,NA,NA,NA,NA
"CECCARELLI, LEAH",891,11,8,12,8
"CLAUSS, JAMES",NA,NA,NA,NA,NA
"SASAKI, TOMIKAZU",NA,NA,NA,NA,NA
"WILEY, HANNAH",NA,NA,NA,NA,NA
"YEE, SHIRLEY",NA,NA,NA,NA,NA
"CHRISMAN, LAURA",NA,NA,NA,NA,NA
"BAUER, LARRY",NA,NA,NA,NA,NA
"ALLEN, CAROLYN",NA,NA,NA,NA,NA
"HOFFMAN, LISA",643,11,9,12,8
"MCCABE, ROBIN",NA,NA,NA,NA,NA
"CARLSON, STEVEN",NA,NA,NA,NA,NA
"WATTS, LINDA",NA,NA,NA,NA,NA
"KOHLENBERG, ROBERT",NA,NA,NA,NA,NA
"PEKKANEN, ROBERT",NA,NA,NA,NA,NA
"WAKIMOTO, BARBARA",NA,NA,NA,NA,NA
"VAN GALEN, JANE",NA,NA,NA,NA,NA
"RORABAUGH, WILLIAM",NA,NA,NA,NA,NA
"BILLEY, SARA",1679,17,13,27,19
"SERVETNICK, MARC",NA,NA,NA,NA,NA
"COWAN, DARREL",4358,33,15,48,20
"JARRETT, MONICA",NA,NA,NA,NA,NA
"MILLER, MARC",NA,NA,NA,NA,NA
"AMES, ERIC",NA,NA,NA,NA,NA
"COWLEY, DEBORAH",NA,NA,NA,NA,NA
"ANDREWS, THOMAS",NA,NA,NA,NA,NA
"HEUVING, JEANNE",NA,NA,NA,NA,NA
"KOVACS, JULIA",NA,NA,NA,NA,NA
"HINDS, STEPHEN",NA,NA,NA,NA,NA
"DIMENT, GALYA",NA,NA,NA,NA,NA
"ROHRMANN, CHARLES",NA,NA,NA,NA,NA
"UNDERWOOD, DOUGLAS",NA,NA,NA,NA,NA
"WRIGHT, RICHARD",2187,20,15,32,21
"RYAN, CLARE",2393,11,11,13,11
"ZOELLNER, LORI",5309,38,33,77,66
"STYGALL, GAIL",NA,NA,NA,NA,NA
"COX, COLLETT",NA,NA,NA,NA,NA
"STENKAMP, RONALD",NA,NA,NA,NA,NA
"BOWDEN, DOUGLAS",NA,NA,NA,NA,NA
"GOWING, ALAIN",NA,NA,NA,NA,NA
"ROE, GERARD",NA,NA,NA,NA,NA
"SHODA, YUICHI",21168,47,33,71,57
"BEHLMER, GEORGE",NA,NA,NA,NA,NA
"KINDER, DIANE",NA,NA,NA,NA,NA
"SORENSEN, LARRY",NA,NA,NA,NA,NA
"OCHSNER, JEFFREY",302,6,5,5,3
"RITCEY, JAMES",5109,33,18,73,29
"HAWLEY, SUZANNE",NA,NA,NA,NA,NA
"NESTINGEN, ANDREW",NA,NA,NA,NA,NA
"ALLISON, EDWARD",7815,42,37,103,71
"QUINN, JENNIFER",778,13,7,14,6
"DURAND, JOEL-FRANCOIS",NA,NA,NA,NA,NA
"REMLEY, PAUL",NA,NA,NA,NA,NA
"JECKER, NANCY",NA,NA,NA,NA,NA
"NOEGEL, SCOTT",NA,NA,NA,NA,NA
"SILBERSTEIN, SANDRA",NA,NA,NA,NA,NA
"WILSON, DENISE",NA,NA,NA,NA,NA
"VAN VOLKENBURGH, ELIZABETH",NA,NA,NA,NA,NA
"STAMATOYANNOPOULOS, JOHN",NA,NA,NA,NA,NA
"SCHOLL, HANS",4360,32,24,68,48
"LAPE, PETER",390,11,10,11,10
"MANUSOV, VALERIE",NA,NA,NA,NA,NA
"SCHEPP, KAREN",NA,NA,NA,NA,NA
"BEADIE, NANCY",NA,NA,NA,NA,NA
"SCHWARTZ, PEPPER",NA,NA,NA,NA,NA
"KURASHIGE, SCOTT",NA,NA,NA,NA,NA
"BAJJALIEH, SANDRA",4447,28,20,38,31
"BLONDELL, RUBY",NA,NA,NA,NA,NA
"HONEY, MICHAEL",NA,NA,NA,NA,NA
"ROBINSON, FARREL",NA,NA,NA,NA,NA
"BAWARSHI, ANIS",NA,NA,NA,NA,NA
"MODIANO, RAIMONDA",NA,NA,NA,NA,NA
"WINTERBOTTOM, DANIEL",NA,NA,NA,NA,NA
"YOUNG, GLENNYS",NA,NA,NA,NA,NA
"BEAM, RANDAL",NA,NA,NA,NA,NA
"EYRE, DAVID",NA,NA,NA,NA,NA
"ZABINSKY, ZELDA",3136,26,14,49,21
"COVEY, ELLEN",5095,41,18,58,27
"BANKS, CHERRY",1648,13,13,14,13
"CHRISTIE, PATRICK",3896,31,25,49,39
"CHUDE-SOKEI, LOUIS",NA,NA,NA,NA,NA
"BURKE, JAMES",4940,40,24,68,51
"POLLACK, DANIEL",987,18,12,22,15
"SMITH, MARK",NA,NA,NA,NA,NA
"GROOM, MARTHA",6103,28,19,37,26
"MAYER, JONATHAN",NA,NA,NA,NA,NA
"WILLIAMS, MICHAEL",4532,35,24,72,46
"BENJAMIN, MARK",891,15,14,21,16
"DIAZ, JAIME",1207,19,6,24,1
"MCGOVERN, WILLIAM",NA,NA,NA,NA,NA
"BERNARD, JONATHAN",NA,NA,NA,NA,NA
"OSHIMA, KEN",NA,NA,NA,NA,NA
"LAYTON, DAVID",NA,NA,NA,NA,NA
"GRAHAM, C",NA,NA,NA,NA,NA
"BRETT, MICHAEL",6780,40,30,78,61
"HORAK, PETER",1061,17,12,31,17
"STEELE, CYNTHIA",NA,NA,NA,NA,NA
"STENSEL, H",NA,NA,NA,NA,NA
"KENNEY, RICHARD",NA,NA,NA,NA,NA
"GARVENS, ELLEN",NA,NA,NA,NA,NA
"NICOLETTA, JULIE",NA,NA,NA,NA,NA
"SCHMIDT, BENJAMIN",NA,NA,NA,NA,NA
"WEINER, BRYAN",NA,NA,NA,NA,NA
"HART, DANIEL",NA,NA,NA,NA,NA
"STREITBERGER, WILLIAM",NA,NA,NA,NA,NA
"BAROSS, JOHN",NA,NA,NA,NA,NA
"SALZMAN, TIMOTHY",NA,NA,NA,NA,NA
"LYNCH, THOMAS",NA,NA,NA,NA,NA
"SORENSEN, CLARK",NA,NA,NA,NA,NA
"FOSTER, RONALD",NA,NA,NA,NA,NA
"EWING, KERN",NA,NA,NA,NA,NA
"KAPLAN, SYDNEY",NA,NA,NA,NA,NA
"ALLAN, G",3064,27,10,78,11
"STARR, LAWRENCE",NA,NA,NA,NA,NA
"CIMINI, CHRISTINE",NA,NA,NA,NA,NA
"GRUNBAUM, DANIEL",NA,NA,NA,NA,NA
"CAMPBELL, PATRICIA",NA,NA,NA,NA,NA
"KISSEL, JOHN",NA,NA,NA,NA,NA
"ANAGNOST, ANN",NA,NA,NA,NA,NA
"WYLIE, MARGARET",NA,NA,NA,NA,NA
"RIVENBURGH, NANCY",NA,NA,NA,NA,NA
"SHEPPARD, CRAIG",NA,NA,NA,NA,NA
"SOKOLOFF, NAOMI",NA,NA,NA,NA,NA
"CHRISMAN, NOEL",NA,NA,NA,NA,NA
"JOHNSON, DAVID",NA,NA,NA,NA,NA
"MARTIN, R",348,10,9,10,9
"BIERDS, LINDA",NA,NA,NA,NA,NA
"MCLERRAN, LARRY",NA,NA,NA,NA,NA
"BUCK, WARREN",NA,NA,NA,NA,NA
"O'NEILL, KATHLEEN",NA,NA,NA,NA,NA
"DANBY, COLIN",244,9,5,9,1
"BUCK, STEVEN",828,16,7,26,5
"PARKS, MALCOLM",NA,NA,NA,NA,NA
"TERRY, CAROLE",NA,NA,NA,NA,NA
"DUCHIN, RAN",3206,15,15,18,17
"MARANVILLE, DEBORAH",NA,NA,NA,NA,NA
"MAYERFELD, JASON",NA,NA,NA,NA,NA
"SEARLE, LEROY",NA,NA,NA,NA,NA
"O'HARA, EDGAR",NA,NA,NA,NA,NA
"ABRAMS, ROBERT",NA,NA,NA,NA,NA
"STRICKLAND, CAROLYN",NA,NA,NA,NA,NA
"KENDALL, DIANE",NA,NA,NA,NA,NA
"KINAHAN, PAUL",NA,NA,NA,NA,NA
"SMOLL, FRANK",10322,49,31,111,63
"FINDLAY, JOHN",NA,NA,NA,NA,NA
"KAHN, PETER",7290,39,30,71,55
"BARTLETT, ANNE",NA,NA,NA,NA,NA
"ROBERTS, JEAN",NA,NA,NA,NA,NA
"LAVELY, WILLIAM",NA,NA,NA,NA,NA
"RAMAMURTHY, PRITI",NA,NA,NA,NA,NA
"SIMONSEN, LINDA",NA,NA,NA,NA,NA
"REICHARD, SARAH",NA,NA,NA,NA,NA
"SCHUBERT, MARK",NA,NA,NA,NA,NA
"MARTIN, MICHELLE",142,6,4,2,1
"SEIDLER, GERALD",2342,29,19,66,49
"GARRISON, LOUIS",NA,NA,NA,NA,NA
"HOFF, PETER",NA,NA,NA,NA,NA
"CLAUSEN, MEREDITH",NA,NA,NA,NA,NA
"EMLET, CHARLES",2784,24,19,45,32
"KERDEMAN, DEBORAH",NA,NA,NA,NA,NA
"BASSOK, MARIA",NA,NA,NA,NA,NA
"CHENG, KAREN",NA,NA,NA,NA,NA
"DEYOUNG, TERRI",NA,NA,NA,NA,NA
"MORRISON, STEVEN",1258,19,16,27,22
"KORF, GEOFFREY",NA,NA,NA,NA,NA
"BOZARTH, GEORGE",NA,NA,NA,NA,NA
"PAUWELS, HEIDI",NA,NA,NA,NA,NA
"HURLEY, DENZIL",NA,NA,NA,NA,NA
"CUMMINS, REBECCA",NA,NA,NA,NA,NA
"MASON, ROBERT",1391,19,12,35,20
"GALE, ANN",NA,NA,NA,NA,NA
"LOFTUS, GEOFFREY",12530,48,28,88,50
"BOSWORTH, DAVID",NA,NA,NA,NA,NA
"CITKO, BARBARA",1190,18,13,22,14
"THOMAS, KAREN",NA,NA,NA,NA,NA
"FOOT, KIRSTEN",NA,NA,NA,NA,NA
"CRNKOVIC, GORDANA",NA,NA,NA,NA,NA
"BOLTZ, WILLIAM",NA,NA,NA,NA,NA
"STECHER, MARIANNE",NA,NA,NA,NA,NA
"HAMILTON, GARY",NA,NA,NA,NA,NA
"LESCHINE, THOMAS",NA,NA,NA,NA,NA
"JENKINS, MARK",NA,NA,NA,NA,NA
"YUE-HASHIMOTO, ANNE",NA,NA,NA,NA,NA
"SUMIDA, STEPHEN",NA,NA,NA,NA,NA
"LIDSTROM, MARY",18850,70,38,221,145
"SCHICK, MICHAEL",14099,62,25,150,63
"KAUP, MONIKA",NA,NA,NA,NA,NA
"PURCELL, MARK",5309,27,23,41,36
"CANGELOSI, GERARD",3988,33,21,65,45
"SALOMON, RICHARD",NA,NA,NA,NA,NA
"ALLEN, MICHAEL",NA,NA,NA,NA,NA
"OLAVARRIA, JAIME",3270,32,13,55,19
"FAIRHALL, ADRIENNE",3293,26,20,36,29
"SEALES, MARC",NA,NA,NA,NA,NA
"SUTTON, SHARON",NA,NA,NA,NA,NA
"HOWARD, PHILIP",NA,NA,NA,NA,NA
"ASBURY, CHARLES",NA,NA,NA,NA,NA
"ANCHORDOGUY, MARIE",NA,NA,NA,NA,NA
"BUFFALO, ELIZABETH",3423,26,20,31,26
"EBREY, PATRICIA",NA,NA,NA,NA,NA
"BEAVO, JOSEPH",NA,NA,NA,NA,NA
"MORRIS, DAVID",NA,NA,NA,NA,NA
"GOVEDARE, PHILIP",NA,NA,NA,NA,NA
"KASHIMA, TETSUDEN",NA,NA,NA,NA,NA
"PATTERSON, RONALD",NA,NA,NA,NA,NA
"BROWN, MARSHALL",NA,NA,NA,NA,NA
"OSTERHOUT, LEE",7659,32,26,42,36
"FOOTE, DANIEL",NA,NA,NA,NA,NA
"KILLIEN, MARCIA",NA,NA,NA,NA,NA
