Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
"DUNN, MICHAEL",350,11,9,13,9
"KRIKAC, ROBERT",NA,NA,NA,NA,NA
"NEAL, DANIELLE",NA,NA,NA,NA,NA
"WILLOUGHBY, JESSICA",353,11,11,12,12
"NYATHI, JABULANI",NA,NA,NA,NA,NA
"ROGERS, URI",32,3,2,1,0
"WAGNER, RONALD",NA,NA,NA,NA,NA
"CAMPBELL, JOSEPH",517,14,10,17,11
"LUGO-LUGO, CARMEN",237,9,7,9,5
"PRITCHETT, KELLY",NA,NA,NA,NA,NA
"WANG, PENGLIN",NA,NA,NA,NA,NA
"WANG, YUAN",NA,NA,NA,NA,NA
"BERTHIAUME, GERALD",NA,NA,NA,NA,NA
"BRANDT, BRIAN",NA,NA,NA,NA,NA
"OPHARDT, MARIANNE",NA,NA,NA,NA,NA
"WONG, JOHN",NA,NA,NA,NA,NA
"STAGGERS, JULIE",111,5,4,3,1
"BRUYA, CHRISTOPHER",NA,NA,NA,NA,NA
"OLSON, WENDY",NA,NA,NA,NA,NA
"SNOWDEN, DARCI",NA,NA,NA,NA,NA
"DAS, ARINDAM",NA,NA,NA,NA,NA
"HEWLETT, BARRY",5889,38,27,67,53
"PORTER, PETER",NA,NA,NA,NA,NA
"WINCHELL, DICK",98,5,4,2,0
"BARRIO, BRENDA",73,5,4,3,2
"KRISHNAMOORTHY, BALA",349,8,7,6,4
"MCKEE, NANCY",NA,NA,NA,NA,NA
"MILLER, TIMOTHY",639,11,7,15,5
"SINGH, VIJAY",NA,NA,NA,NA,NA
"BRANSDORFER, RODNEY",NA,NA,NA,NA,NA
"BROWN, SANDRA",NA,NA,NA,NA,NA
"DUEZ, MATTHEW",1920,26,19,33,27
"HAGEN, EDWARD",NA,NA,NA,NA,NA
"SON, JIHYEONG",NA,NA,NA,NA,NA
"STRIGUL, NIKOLAY",1206,15,13,23,19
"FU, PING",33,3,3,1,1
"THOMPSON, WAYNE",NA,NA,NA,NA,NA
"TIAN, YUN",35,4,3,0,0
"WEYBRIGHT, ELIZABETH",86,5,5,2,2
"KAZIMEE, BASHIR",NA,NA,NA,NA,NA
"VANSON, CATHERINE",NA,NA,NA,NA,NA
"NELSON, MARK",NA,NA,NA,NA,NA
"OLSON, DARREN",NA,NA,NA,NA,NA
"CHEN, XIAOLIN",1425,14,13,17,15
"HARPER, JAMES",NA,NA,NA,NA,NA
"UNDERHILL, JASON",NA,NA,NA,NA,NA
"ASTHANA, VANDANA",NA,NA,NA,NA,NA
"LUPINACCI, JOHN",205,4,4,3,2
"MICHEL, CARRIE",NA,NA,NA,NA,NA
"NOGA-STYRON, KRYSTAL",34,3,3,1,1
"ROEMER, KAREN",110,5,3,1,0
"STENDELL-HOLLIS, NICOLE",NA,NA,NA,NA,NA
"BUSBOOM, JAN",NA,NA,NA,NA,NA
"CARROLL, BRIAN",NA,NA,NA,NA,NA
"FLORES, SUSANA",NA,NA,NA,NA,NA
"SPOHNHOLZ, JESSE",NA,NA,NA,NA,NA
"KLEIN, TRACY",87,4,3,2,1
"SOLEIMANI, MOHAMMAD",NA,NA,NA,NA,NA
"COFFIN, ALLISON",855,16,14,21,18
"MICHEL, JOHN",NA,NA,NA,NA,NA
"CARBONNEAU, KIRA",237,7,7,6,6
"GEORGESON, TINA",NA,NA,NA,NA,NA
"LEWIS, KEITH",NA,NA,NA,NA,NA
"MARENIN, OTWIN",NA,NA,NA,NA,NA
"STEPHAN, MARK",418,7,6,6,5
"WEIDENAAR, GARY",NA,NA,NA,NA,NA
"AROLA, KRISTIN",NA,NA,NA,NA,NA
"BENSON, KELLY",NA,NA,NA,NA,NA
"CASTILLO, ANDREA",NA,NA,NA,NA,NA
"MARTIN, DAVID",NA,NA,NA,NA,NA
"GARCIA, CESAR",NA,NA,NA,NA,NA
"DIPPMANN, JEFFREY",NA,NA,NA,NA,NA
"FIRESTONE, JONAH",181,4,4,2,2
"LINDEKUGEL, DALE",NA,NA,NA,NA,NA
"CONNOLLY, CHRISTOPHER",119,4,4,3,3
"BROOKS, JOSEPH",NA,NA,NA,NA,NA
"COWAN, JEREMY",127,6,6,4,4
"MCCUBBIN, ANDREW",NA,NA,NA,NA,NA
"NIKOLOV, ATANAS",NA,NA,NA,NA,NA
"ZEISLER-VRALSTED, DOROTHY",NA,NA,NA,NA,NA
"CULJAK, TONI",NA,NA,NA,NA,NA
"KELLER, C",NA,NA,NA,NA,NA
"CLEANTHOUS, CHARALAMBOS",NA,NA,NA,NA,NA
"GRAVES, JANESSA",239,10,10,11,11
"ELY, LISA",NA,NA,NA,NA,NA
"KIM, JONG",3236,19,19,24,23
"CORKILL, JEFFREY",NA,NA,NA,NA,NA
"WILLARD, TERI",NA,NA,NA,NA,NA
"LYMAN, GREG",NA,NA,NA,NA,NA
"THIGPEN, JENNIFER",NA,NA,NA,NA,NA
"REILLY, MICHELE",61,4,4,2,2
"HORNE, CHRISTINE",NA,NA,NA,NA,NA
"JARVIS, DAVID",NA,NA,NA,NA,NA
"KARUNAKARAN, SHIV",25,3,3,0,0
"LI, NING",NA,NA,NA,NA,NA
"SPATZ, GREGORY",NA,NA,NA,NA,NA
"CORNEJO, OMAR",1672,17,15,17,16
"COOPER, CATHERINE",NA,NA,NA,NA,NA
"DECHAINE-BERKAS, JENNIFER",NA,NA,NA,NA,NA
"LIPORI, DANIEL",NA,NA,NA,NA,NA
"MCGLADREY, BRIAN",65,4,4,2,2
"MIDDLETON, JONATHAN",NA,NA,NA,NA,NA
"YOUNG, THERESE",NA,NA,NA,NA,NA
"ZAMORA, BENJAMIN",NA,NA,NA,NA,NA
"CAOILE, NIKOLAS",NA,NA,NA,NA,NA
"HUDSON, TIPTON",NA,NA,NA,NA,NA
"LEWIS, THABITI",NA,NA,NA,NA,NA
"NAPPA, ELISA",NA,NA,NA,NA,NA
"ROSS, SUSAN",NA,NA,NA,NA,NA
"EIDE, PHYLLIS",NA,NA,NA,NA,NA
"EKUNDAYO, OLUGBEMIGA",NA,NA,NA,NA,NA
"MAKIN, DAVID",238,6,6,2,2
"WILLITS, DALE",119,6,6,4,4
"LEA, YISHAN",NA,NA,NA,NA,NA
"LIU, YANXIN",NA,NA,NA,NA,NA
"PLOURDE, LEE",NA,NA,NA,NA,NA
"POLAGE, DANIELLE",NA,NA,NA,NA,NA
"WEBER, STEVEN",NA,NA,NA,NA,NA
"MACLEAN, ALAIR",564,11,9,12,9
"LEWIS, SCOTT",NA,NA,NA,NA,NA
"DIXON, GRAHAM",NA,NA,NA,NA,NA
"KIM, YOON",NA,NA,NA,NA,NA
"WARNICK, BENJAMIN",NA,NA,NA,NA,NA
"NORTON, TODD",NA,NA,NA,NA,NA
"PEASE, MICHAEL",NA,NA,NA,NA,NA
"JACKSON, SARAH",NA,NA,NA,NA,NA
"LANE, MARK",NA,NA,NA,NA,NA
"QUINLAN, MARSHA",1062,13,12,13,12
"HARRIS, MARY",NA,NA,NA,NA,NA
"BARABASZ, ARREED",NA,NA,NA,NA,NA
"MURATAYA, RODRIGO",NA,NA,NA,NA,NA
"BELL, NANCY",1020,18,16,21,20
"COE, CYNTHIA",NA,NA,NA,NA,NA
"MAYER, ERIC",NA,NA,NA,NA,NA
"EDDY, ROBERT",NA,NA,NA,NA,NA
"OLSON, STEVEN",NA,NA,NA,NA,NA
"WEISHAAR, RORY",NA,NA,NA,NA,NA
"COFER, WILLIAM",NA,NA,NA,NA,NA
"CROSSLER, ROBERT",1297,13,12,15,14
"ONEAL, GAIL",NA,NA,NA,NA,NA
"ELDER, DANA",NA,NA,NA,NA,NA
"POSTMA, JULIE",288,10,9,11,7
"DONAHOE, SUSAN",NA,NA,NA,NA,NA
"EDQUIST, KRISTIN",NA,NA,NA,NA,NA
"VARRELLA, GARY",NA,NA,NA,NA,NA
"FERRIS, JANA",NA,NA,NA,NA,NA
"MYERS, MICHAEL",4,2,2,0,0
"SOREY, TIM",NA,NA,NA,NA,NA
"HUDDART-KENNEDY, J",NA,NA,NA,NA,NA
"SMITH, MICHAEL",NA,NA,NA,NA,NA
"STIENBARGER, DOUGLAS",NA,NA,NA,NA,NA
"BOWLAND, SHARON",NA,NA,NA,NA,NA
"SCHULTZ, CHERYL",NA,NA,NA,NA,NA
"HEITSTUMAN, MARK",NA,NA,NA,NA,NA
"LUNDIN, MICHAEL",NA,NA,NA,NA,NA
"PRITCHETT, ROBERT",NA,NA,NA,NA,NA
"SULLIVAN, TARAH",199,7,7,5,5
"BOYD, ASHLEY",NA,NA,NA,NA,NA
"CLEARY, KIMBERLY",139,6,4,4,2
"EGGER, ANNE",NA,NA,NA,NA,NA
"SCHWARTZ, TERRENCE",NA,NA,NA,NA,NA
"KATZ, STEPHEN",2900,22,14,33,21
"NORBERG, O",NA,NA,NA,NA,NA
"VERRELL, PAUL",NA,NA,NA,NA,NA
"FRITZ, ROSCHELLE",NA,NA,NA,NA,NA
"MITCHELL, CYNTHIA",NA,NA,NA,NA,NA
"PETRIE, GINA",165,5,3,2,2
"MAY, DAVID",NA,NA,NA,NA,NA
"NEWCOMER, SARAH",NA,NA,NA,NA,NA
"HEADLEY, JAMES",NA,NA,NA,NA,NA
"HUDELSON, MATTHEW",NA,NA,NA,NA,NA
"HMIELOWSKI, JAY",646,10,10,12,11
"HUTCHENS, MYIAH",746,10,10,10,10
"GARCIA, GILBERT",NA,NA,NA,NA,NA
"LLEWELLYN, DONALD",NA,NA,NA,NA,NA
"COHEN, MATTHEW",NA,NA,NA,NA,NA
"HEIDEN, ZACHARIAH",1037,13,11,16,13
"MAGNAN, RENEE",1040,15,13,18,17
"NOLTE, MEAGHAN",NA,NA,NA,NA,NA
"RODGERS, KATHLEEN",892,11,9,11,9
"BAUMAN, ROBERT",NA,NA,NA,NA,NA
"PRATT, JAMES",NA,NA,NA,NA,NA
"FACIO, ELISA",NA,NA,NA,NA,NA
"CARTER, MICHELLE",438,9,8,8,5
"SANDERS, MARIA",NA,NA,NA,NA,NA
"MARSICANO, RICHARD",NA,NA,NA,NA,NA
"PASCUAL, FRANCIS",NA,NA,NA,NA,NA
"MCMAHON, DONALD",1112,7,7,7,7
"NEZAT, CARMEN",NA,NA,NA,NA,NA
"WASHBURN, FRED",NA,NA,NA,NA,NA
"BETTIS, PAMELA",NA,NA,NA,NA,NA
"LEE, DAVID",76,5,4,2,2
"BABCOCK, GARTH",NA,NA,NA,NA,NA
"GRIER, COLIN",NA,NA,NA,NA,NA
"HELLMANN, HANJO",NA,NA,NA,NA,NA
"CARNELL, LUCINDA",NA,NA,NA,NA,NA
"NORFLEET, LEWIS",NA,NA,NA,NA,NA
"KOLTS, RUSSELL",NA,NA,NA,NA,NA
"NEUILLY, MELANIE-ANGELA",98,5,5,3,2
"WATKINS, PHILIP",NA,NA,NA,NA,NA
"ZOVANYI, GABOR",NA,NA,NA,NA,NA
"GUILLORY, RAPHAEL",NA,NA,NA,NA,NA
"HUGGINS, KRISTIN",NA,NA,NA,NA,NA
"SHAHANI, NISHANT",NA,NA,NA,NA,NA
"THEODORSON, JUDITH",36,4,3,1,1
"BOYD, AMANDA",244,10,9,10,9
"LICEN, SIMON",135,6,5,5,5
"LYNCH, GEORGINA",3,1,1,0,0
"AMASON, JESSICA",NA,NA,NA,NA,NA
"BRECHER, WILLIAM",NA,NA,NA,NA,NA
"HAMLIN, WILLIAM",263,8,6,8,2
"KINGHAM, MELANIE",NA,NA,NA,NA,NA
"MARRS, HEATH",193,9,8,8,7
"BOGUE, HEIDI",NA,NA,NA,NA,NA
"KISSLING, ELIZABETH",NA,NA,NA,NA,NA
"MEISEL, SQUEAK",NA,NA,NA,NA,NA
"WILLIAMS, WENDY",NA,NA,NA,NA,NA
"DOTSON, JOANN",54,5,4,2,2
"MARINUCCI, MARY",NA,NA,NA,NA,NA
"NGUYEN-TRUONG, CONNIE",45,3,3,2,2
"CARNEGIE, TEENA",NA,NA,NA,NA,NA
"MACINNES, BREANYN",399,9,9,9,8
"RAHN, JEFFREY",NA,NA,NA,NA,NA
"RAYMOND, KENNETH",NA,NA,NA,NA,NA
"SALUSSO, CAROL",341,10,4,10,4
"BYERS-KIRSCH, JANET",NA,NA,NA,NA,NA
"CASTILLO, WENDIE",NA,NA,NA,NA,NA
"DIMITROV, ALEXANDER",538,14,7,16,4
"HANSEN, DEBRA",NA,NA,NA,NA,NA
"MIYASAKA, TAIJI",2,1,1,0,0
"EVANS, KELLY",NA,NA,NA,NA,NA
"LIAO, HSIN-YA",748,11,10,12,10
"LOKE, VERNON",429,11,10,13,10
"RHEE, YONG",NA,NA,NA,NA,NA
"WEBER, CLARE",NA,NA,NA,NA,NA
"MARTINEZ, ANAMARIA",NA,NA,NA,NA,NA
"NAVARRO-DANIELS, VILMA",NA,NA,NA,NA,NA
"SCHAEFER, ROGER",NA,NA,NA,NA,NA
"DONNERBERG, JEFFREY",NA,NA,NA,NA,NA
"HILL, MARGO",NA,NA,NA,NA,NA
"OFORLEA, AARON",NA,NA,NA,NA,NA
"BINDER, APRIL",NA,NA,NA,NA,NA
"BOLKAN, CORY",NA,NA,NA,NA,NA
"LEEB, CLAUDIA",55,4,3,3,0
"NARAYANAN, PAVITHRA",NA,NA,NA,NA,NA
"MCGUIRE, MICHELLE",NA,NA,NA,NA,NA
"RASKE, MARTHA",NA,NA,NA,NA,NA
"SHIVER, JANET",NA,NA,NA,NA,NA
"CUMMINS, MELISSA",NA,NA,NA,NA,NA
"FASSETT, JONATHON",NA,NA,NA,NA,NA
"HSIAO, YUN-JU",32,3,3,1,1
"STREAMAS, JOHN",33,4,2,1,0
"CATENA, ROBERT",476,7,7,6,6
"DIVERSI, MARCELO",NA,NA,NA,NA,NA
"ELIAS, MARIA",51,4,3,2,2
"GORDILLO, LUZ-MARIA",NA,NA,NA,NA,NA
"HALL, RAYMOND",NA,NA,NA,NA,NA
"HANIUK, MARC",NA,NA,NA,NA,NA
"KRAUSE, ROSE",NA,NA,NA,NA,NA
"MEADE, QING",NA,NA,NA,NA,NA
"SMITH, DIANE",NA,NA,NA,NA,NA
"SUNDQUIST, JEFF",NA,NA,NA,NA,NA
"BROOKS, KERRY",NA,NA,NA,NA,NA
"YAN, WENJIE",NA,NA,NA,NA,NA
"COOPER, WILLIAM",NA,NA,NA,NA,NA
"ULLRICH-FRENCH, S",NA,NA,NA,NA,NA
"HOUNDONOUGBO, YAO",NA,NA,NA,NA,NA
"LIU, HANG",110,4,4,3,2
"MATHESON, MEGAN",NA,NA,NA,NA,NA
"STEINER, WES",NA,NA,NA,NA,NA
"WILSON, MARIAN",264,8,8,7,7
"GAST, DOUGLAS",NA,NA,NA,NA,NA
"PHAM, DANH",NA,NA,NA,NA,NA
"TOWNSEN, ASHLY",10,2,2,0,0
"GUERRERO, LISA",NA,NA,NA,NA,NA
"HOLLOMAN, MICHAEL",NA,NA,NA,NA,NA
"ORNDORFF, RICHARD",NA,NA,NA,NA,NA
"WALDROP, MICHAEL",NA,NA,NA,NA,NA
"BELLAH, GEORGE",NA,NA,NA,NA,NA
"FOCH, ERIC",NA,NA,NA,NA,NA
"SHARIFI, MAJID",NA,NA,NA,NA,NA
"SOMAINI, FRANCESCO",NA,NA,NA,NA,NA
"HUDELSON, JOHN",NA,NA,NA,NA,NA
"MIRANDA, ELISHA",NA,NA,NA,NA,NA
"QUOCK, RAYMOND",NA,NA,NA,NA,NA
"BRIGGS, LYNN",NA,NA,NA,NA,NA
"DYBDAHL, MARK",NA,NA,NA,NA,NA
"FOURNIER, LISA",878,13,9,18,9
"LESSEIG, KRISTIN",NA,NA,NA,NA,NA
"LI, DAN",NA,NA,NA,NA,NA
"SCHUMAKER, MARK",391,11,3,11,2
"BROWN, TERRI",NA,NA,NA,NA,NA
"RADEKE, MARY",NA,NA,NA,NA,NA
"WATERS, SARA",322,6,6,6,6
"AUSLANDER, MARK",NA,NA,NA,NA,NA
"FRANSEN, STEVEN",NA,NA,NA,NA,NA
"OCHOA-REPARAZ, JAVIER",NA,NA,NA,NA,NA
"BRAUNSTEIN, MICHAEL",NA,NA,NA,NA,NA
"LIU, SHENG-CHI",NA,NA,NA,NA,NA
"WANG, XUEYING",161,5,5,4,4
"DALPOIM-GUEDES, JADE",NA,NA,NA,NA,NA
"DONG, HONGBO",187,7,6,5,4
"HEGGLUND, JON",NA,NA,NA,NA,NA
"MATOS, LUIS",NA,NA,NA,NA,NA
"MATTINSON, CHRISTOPHER",NA,NA,NA,NA,NA
"ROSENZWEIG, JAMES",1,1,1,0,0
"SALSBURY, THOMAS",NA,NA,NA,NA,NA
"HOSSAIN, N",NA,NA,NA,NA,NA
"RUBLE, MICHAEL",NA,NA,NA,NA,NA
"SAAD, HANI",NA,NA,NA,NA,NA
"EICKHOLT, ANDREA",NA,NA,NA,NA,NA
"REVELS, CRAIG",NA,NA,NA,NA,NA
"MACMULLAN, TERRANCE",NA,NA,NA,NA,NA
"BARRIGAN, CHRISTINA",NA,NA,NA,NA,NA
"NAM, YUJUNG",NA,NA,NA,NA,NA
"PEREIRA, LIANE",NA,NA,NA,NA,NA
"SAMBLANET, SARAH",NA,NA,NA,NA,NA
"SUN, RAYMOND",NA,NA,NA,NA,NA
"DECKER, KEVIN",NA,NA,NA,NA,NA
"GLEASON, CYNTHIA",2025,12,11,12,11
"ONG, RORY",NA,NA,NA,NA,NA
"BEARDSLEY, ROGER",NA,NA,NA,NA,NA
"HAMMOND, ELIZABETH",NA,NA,NA,NA,NA
"MULCAHY, MICHAEL",NA,NA,NA,NA,NA
"TOLMACHEVA, MARINA",NA,NA,NA,NA,NA
"BASTOW, JUSTIN",NA,NA,NA,NA,NA
"JOHNSON, WENDY",NA,NA,NA,NA,NA
"TAUDIN CHABOT, SEAN",NA,NA,NA,NA,NA
"CUTLER, CYNTHIA",NA,NA,NA,NA,NA
"TAPPAN, DAN",NA,NA,NA,NA,NA
"HERMAN, DANIEL",NA,NA,NA,NA,NA
"HOUGHTON, FRANK",327,9,5,8,2
"MALLATT, JON",NA,NA,NA,NA,NA
"MILLER, IELLEEN",40,2,2,2,2
"SYLVESTER, STEVEN",NA,NA,NA,NA,NA
"CHRISTENSON, PETER",NA,NA,NA,NA,NA
"HEIDENREICH, LINDA",NA,NA,NA,NA,NA
"MESSINA, EMILY",86,4,4,4,4
"CRAIG RICKETSON, ERIN",NA,NA,NA,NA,NA
"VAJDA, SZILARD",418,10,10,13,11
"HOLLIDAY, CARRIE",NA,NA,NA,NA,NA
"MCCUTCHEON, PATRICK",NA,NA,NA,NA,NA
"KIRK, RACHEL",NA,NA,NA,NA,NA
"RODELA, KATHERINE",22,3,3,1,1
"TEUTEBERG, DANIEL",NA,NA,NA,NA,NA
"MANN, DONNA",NA,NA,NA,NA,NA
"COOPER, CYNTHIA",NA,NA,NA,NA,NA
"BYRNES, EDWARD",NA,NA,NA,NA,NA
"KRUG, GARY",NA,NA,NA,NA,NA
"STEARNS, SUSAN",NA,NA,NA,NA,NA
"FARLEY, BRIGIT",NA,NA,NA,NA,NA
"PENICK, JEFFREY",NA,NA,NA,NA,NA
"STICHTER, MATT",82,3,2,2,2
"ZHU, LIPING",NA,NA,NA,NA,NA
"COOMES, JACQUELINE",NA,NA,NA,NA,NA
"SANDERS, JEFFREY",NA,NA,NA,NA,NA
"GE, YINGBIN",283,10,6,10,4
"SAMPLES, MARK",2,1,1,0,0
"TRESIDDER, ANNA",NA,NA,NA,NA,NA
"HELLEGERS, DESIREE",NA,NA,NA,NA,NA
"BARABASZ, MARIANNE",NA,NA,NA,NA,NA
"BRETT, KEVIN",NA,NA,NA,NA,NA
"HAAS, KEVIN",NA,NA,NA,NA,NA
"LOVETT, SADIE",NA,NA,NA,NA,NA
"MCHENRY, TRACEY",NA,NA,NA,NA,NA
"BIELOH, DAVID",NA,NA,NA,NA,NA
"RAKHA, SHAMEEM",1,1,0,0,0
"TURNBULL, DAVID",NA,NA,NA,NA,NA
"ARDASHEVA, YULIYA",224,8,7,6,6
"HAMMERMEISTER, JON",NA,NA,NA,NA,NA
"MORLEY, LAUREEN",NA,NA,NA,NA,NA
"SAYLER, RODNEY",NA,NA,NA,NA,NA
"HUNT, VANESSA",NA,NA,NA,NA,NA
"LEE, HYUNG",NA,NA,NA,NA,NA
"CHACHAVA, MAIA",NA,NA,NA,NA,NA
"ROBISON, STEPHEN",NA,NA,NA,NA,NA
"YONGE, DAVID",NA,NA,NA,NA,NA
"KINKEL, MARIANNE",NA,NA,NA,NA,NA
"BISGARD, JAMES",NA,NA,NA,NA,NA
"BRUNNER, JESSE",1631,23,19,32,28
"CEBULA, LAWRENCE",NA,NA,NA,NA,NA
"CONLIN, MICHAEL",NA,NA,NA,NA,NA
"FEENEY, SARAH",NA,NA,NA,NA,NA
"BAGAYA, MARTIN",NA,NA,NA,NA,NA
"BARCLAY, JENIFER",15,3,3,0,0
"COYNE, JOSEPH",NA,NA,NA,NA,NA
"HIGGS, L",NA,NA,NA,NA,NA
"SCHULZ, NOEL",NA,NA,NA,NA,NA
"SYPHERS, DAVID",NA,NA,NA,NA,NA
"GOFF, SARA",NA,NA,NA,NA,NA
"KASPARI, SUSAN",NA,NA,NA,NA,NA
"YOUNG, JUSTIN",NA,NA,NA,NA,NA
"BLAISDELL, GAYLA",NA,NA,NA,NA,NA
"KAVIANI, KHODI",NA,NA,NA,NA,NA
"KROLL, TODD",NA,NA,NA,NA,NA
"MCNEELY, FRANCES",NA,NA,NA,NA,NA
"BINNEY, MATTHEW",NA,NA,NA,NA,NA
"MCCARTHY, KERI",NA,NA,NA,NA,NA
"RESAT, HALUK",2292,26,15,40,20
"THORNTON, ERIN",239,6,6,5,4
"BENNEFIELD, TROY",NA,NA,NA,NA,NA
"JOHNSON, JONATHAN",NA,NA,NA,NA,NA
"OGAN, DANA",NA,NA,NA,NA,NA
"WIEGERS, BRANDY",NA,NA,NA,NA,NA
"DUMONTHIER, GREG",NA,NA,NA,NA,NA
"EDWARDS, MICHAEL",1,1,1,0,0
"GOLDSBY, MICHAEL",NA,NA,NA,NA,NA
"LIU, JING-QIU",NA,NA,NA,NA,NA
"HEDGES, JOSEPH",NA,NA,NA,NA,NA
"JEDLICKA, SCOTT",NA,NA,NA,NA,NA
"POPPEN, MARCUS",NA,NA,NA,NA,NA
"WELLER, PHILIP",NA,NA,NA,NA,NA
"ABELL, JOHN",NA,NA,NA,NA,NA
"GUNASTI, KUNTER",218,4,3,3,3
"KAWAMURA, NORIKO",59,4,3,3,1
"MACE FIREBAUGH, CASEY",NA,NA,NA,NA,NA
"FLINN, ANTHONY",NA,NA,NA,NA,NA
"NILSON, JOHN",NA,NA,NA,NA,NA
"PRATT, ERICA",NA,NA,NA,NA,NA
"WALDRON-SOLER, KATHLEEN",NA,NA,NA,NA,NA
"CASSANITI, JULIA",NA,NA,NA,NA,NA
"ISAKAVA, VOLHA",NA,NA,NA,NA,NA
"BISWAS, BIPASHA",85,4,4,4,3
"BROWN, DAVID",NA,NA,NA,NA,NA
"KOBAYASHI, RIE",NA,NA,NA,NA,NA
"ALHLOUL, SAQER",NA,NA,NA,NA,NA
"AVITTS, ELLEN",NA,NA,NA,NA,NA
"LIGON, SAMUEL",NA,NA,NA,NA,NA
"BUSH, MICHAEL",NA,NA,NA,NA,NA
"FERRELL, LACY",NA,NA,NA,NA,NA
"LORENZ, JOSEPH",NA,NA,NA,NA,NA
"VUONG, LILY",NA,NA,NA,NA,NA
"BENG, TIMOTHY",NA,NA,NA,NA,NA
"GARCIA-SANCHEZ, JOSE",NA,NA,NA,NA,NA
"WIECK, JULIE",NA,NA,NA,NA,NA
"IZON, GERMAN",NA,NA,NA,NA,NA
"LIPTON, JENNIFER",NA,NA,NA,NA,NA
"BARTLETT, GARY",NA,NA,NA,NA,NA
"HUBERT, MICHAEL",NA,NA,NA,NA,NA
"PALMER, IOLANDA",NA,NA,NA,NA,NA
"FRITZ, HEATHER",NA,NA,NA,NA,NA
"PUZIO, KELLY",348,5,5,4,4
"WANG, XIUYU",NA,NA,NA,NA,NA
"PRITCHARD, CHAD",NA,NA,NA,NA,NA
"GUERRETTAZ, ANNE",NA,NA,NA,NA,NA
"PREMO, LUKE",NA,NA,NA,NA,NA
"SAVAGE, JEFFREY",NA,NA,NA,NA,NA
"WALSH, THOMAS",NA,NA,NA,NA,NA
"KENNEDY, MARTIN",NA,NA,NA,NA,NA
"WAGNER, RANDEL",NA,NA,NA,NA,NA
"BALDWIN, KATHRYN",NA,NA,NA,NA,NA
"GORDON, LYNN",397,9,5,9,3
"LE BAR, ANN",NA,NA,NA,NA,NA
"SCOVILLE, ALISON",NA,NA,NA,NA,NA
"FREDRICKS, GARY",NA,NA,NA,NA,NA
"HARGRAVE, TIMOTHY",NA,NA,NA,NA,NA
"ALMEIDA, DEIRDRE",NA,NA,NA,NA,NA
"DIZNEY, PATRICK",NA,NA,NA,NA,NA
"DRAPELA, LAURIE",306,9,7,9,5
"KIRBY, CHRISTOPHER",NA,NA,NA,NA,NA
"WRIGHT, ASHLEY",NA,NA,NA,NA,NA
"BUCHANAN, TONYA",NA,NA,NA,NA,NA
"DAY-WIFF, DEANNA",NA,NA,NA,NA,NA
"KUWADA, NATHAN",470,12,11,14,13
"LYNCH, FRANK",NA,NA,NA,NA,NA
"MATOS, JOANNA",NA,NA,NA,NA,NA
"OSTER, ANDREW",86,6,5,4,3
"CHATELLIER, MEGAN",NA,NA,NA,NA,NA
"GERBER, JOHN",NA,NA,NA,NA,NA
"RYAN, KATHLEEN",4,1,1,0,0
"VEVEA, NADENE",NA,NA,NA,NA,NA
"BUCHANAN, JOHN",NA,NA,NA,NA,NA
"MCCOY, ROBERT",NA,NA,NA,NA,NA
"NEUROHR, JOHN",NA,NA,NA,NA,NA
"AHN, CHONG",NA,NA,NA,NA,NA
"CASTILLO-GARSOW, CARLOS",260,7,7,6,6
"CLUTE, MARY",NA,NA,NA,NA,NA
"MILLSAPS, GAYLE",NA,NA,NA,NA,NA
"SAFAVI, REZA",NA,NA,NA,NA,NA
"SCHULTZ, JEREMY",NA,NA,NA,NA,NA
"WHITSON, ROGER",65,4,3,2,1
"FALLSCHEER, CASSANDRA",NA,NA,NA,NA,NA
"HATHAWAY, NANCY",NA,NA,NA,NA,NA
"SCHIEL, MELISSA",NA,NA,NA,NA,NA
"THIERS, PAUL",NA,NA,NA,NA,NA
"WHITE, BENJAMIN",NA,NA,NA,NA,NA
"BILICH, LISA",NA,NA,NA,NA,NA
"SLACK, EDWARD",NA,NA,NA,NA,NA
"LEACH, JENNIFER",NA,NA,NA,NA,NA
"LARSEN, KYLE",NA,NA,NA,NA,NA
"WOOD, DARRYL",NA,NA,NA,NA,NA
"BAWA, AVANTIKA",NA,NA,NA,NA,NA
"LAHIRI, AMRITA",NA,NA,NA,NA,NA
"ERNEST, KRISTINA",NA,NA,NA,NA,NA
"MATHERS, SCOTT",NA,NA,NA,NA,NA
"BLASCO, SCOTT",NA,NA,NA,NA,NA
"HOLMGREN, MARK",NA,NA,NA,NA,NA
"LARSEN, NICHOLAS",NA,NA,NA,NA,NA
"FOLSOM, MICHAEL",NA,NA,NA,NA,NA
"QUINN, ROBERT",NA,NA,NA,NA,NA
"SNOVER, ROBERTA",NA,NA,NA,NA,NA
"GARY, DIA",NA,NA,NA,NA,NA
"NOVER, CINDY",26,3,3,2,2
"LAMB, RICHARD",NA,NA,NA,NA,NA
"BROWN, ELIZABETH",NA,NA,NA,NA,NA
"JELLUM, CARLA",NA,NA,NA,NA,NA
"LOPEZ, ANTHONY",NA,NA,NA,NA,NA
"SWAN, KARRIE",NA,NA,NA,NA,NA
"GERLICK, ROBERT",NA,NA,NA,NA,NA
"KIM, TAE",NA,NA,NA,NA,NA
"MARCHAND-MARTELLA, NANCY",NA,NA,NA,NA,NA
